parent_code,parent_name,job_code,job_name,jobCode,jobName,isCollection,jobPic,jobSummary,jobTask,jobWorkerId,jobWorkerIdList,hardToolList,hardSkillList,hardCertList
2002001000,行政／總務類人員,2002001007,文件管理師,2002001007,文件管理師,False,JJ01,負責企業或組織各項文件檔案之點收、分類、登記、保管、檢調及清理。,"負責將歸檔文件逐案點收，整理裝訂。
按照檔案分類、編號、登記、入檔、加封、保管。
辦理檔案調出、收回、催還、整理及上架等工作。
負責外部客戶文件更新、發行、審核與跟催等作業







",,[],"[{'id': '10000088', 'name': '品質系統'}]","[{'id': '10000074', 'name': '文件收發與檔案管理'}, {'id': '10000026', 'name': '文件檔案資料處理'}, {'id': '10022950', 'name': '文管'}]",[]
2002001000,行政／總務類人員,2002001008,圖書管理人員,2002001008,圖書資料管理人員,False,JJ01,負責並管理圖書及資料之建檔和維護以及提供相關服務。,"經辦圖書之取得、借出與歸還之記錄。
協助複印文件。
進行檔案文件分類並作有系統之歸檔。
整理書面資料，例如信函之整理，包含需求申請、整理、寄出等。







",,[],[],"[{'id': '10031221', 'name': '圖書資訊學'}, {'id': '10038305', 'name': '文化事業發展'}, {'id': '10000089', 'name': '圖書管理'}]",[]
2002001000,行政／總務類人員,2002001009,總機,2002001009,總機人員,False,JJ01,負責轉接外來電話、問題諮詢、處理電話留言，以及一般庶務行政工作。,"接聽、過濾、轉接來電，並提供資訊（如：服務據點、公司員工及服務內容）及留言服務。
負責訪客接待及通知。
完成行政支援工作（如：接待面試人員、校對、謄寫、處理付款記錄及進銷貨發票等文件）。
協助遞送公文及收發信件。
負責庶務雜項採購及事務機器叫修。
處理例行性的工作（如：會議室清潔檢查、照顧盆栽、整理雜誌、維持大廳整潔、代訂便當）。






",,[],[],"[{'id': '10000016', 'name': '顧客接待'}, {'id': '10000021', 'name': '行政事務處理'}, {'id': '10037546', 'name': '客服'}]",[]
2002001000,行政／總務類人員,2002001010,櫃檯接待人員,2002001010,櫃檯接待人員,False,JJ01,從事電話接聽、櫃檯接待、問題諮詢、客戶聯絡及公司業務洽詢等工作。,"接待訪客，確定其拜訪性質及目的，並引領其至特定地點。
接聽、過濾、轉接來電，並提供資訊（如：服務據點、公司員工及服務內容）及留言服務。
協助遞送公文及收發信件。
傾聽並處理客戶及一般民眾的抱怨。
負責文件表單的歸檔及保存。
排定、維護及更新分機表。
處理例行性的工作（如：會議室清潔檢查、照顧盆栽、整理雜誌、維持大廳整潔、代訂便當）。
完成行政支援工作（如：接待面試人員、校對、謄寫、處理付款記錄及進銷貨發票等文件）。





",PY_v5znXMKA,['PY_v5znXMKA'],[],"[{'id': '10000011', 'name': '櫃檯門市接待與需求服務'}, {'id': '10000016', 'name': '顧客接待'}, {'id': '10000021', 'name': '行政事務處理'}]",[]
2002001000,行政／總務類人員,2002001011,工讀生／實習生,2002001011,工讀生,False,JJ01,以學生之身份在公民營企業工作，執行雇主或主管交辦之任務。,"協助公司文件之建檔、管理。
負責郵件及內部文件之收發。
協助處理庶務性行政工作（如：文具用品採買）。
負責外出送件、物件寄送及簡易銀行業務處理。
負責電話接聽及顧客問題解答。
支援會議行政工作（如：會議前置茶水準備）。
負責辦公室環境與設備之清潔與維護。
支援各部門的業務及活動。





",,[],[],"[{'id': '10039591', 'name': '點餐'}, {'id': '10027024', 'name': '擺盤'}, {'id': '10000232', 'name': '商品銷售'}]",[]
2002001000,行政／總務類人員,2002001012,行政助理,2002001012,行政助理,False,JJ01,於公民營事業機構，協助各部門主管或專業人員處理一般行政業務。,"負責一般文書資料處理及歸檔工作。
辦理核銷事宜。
協助處理庶務性行政工作（如：事務機器叫修維護、文具用品採買）。
收發公文並處理會簽文件。
負責簡單零用金管理。
協助會議安排。
負責外出送件、物件寄送及簡易銀行業務處理。
負責接待訪客、準備會議室及茶水。
協助訂購餐點。
負責辦公室環境與設備之清潔與維護。
支援其他部門業務（如：採購、業務、人事）。




",,[],"[{'id': '10002393', 'name': '中文打字50~75'}]","[{'id': '10000021', 'name': '行政事務處理'}, {'id': '10000074', 'name': '文件收發與檔案管理'}, {'id': '10000016', 'name': '顧客接待'}]","[{'id': '10028187', 'name': 'TQC-OA-Word'}]"
2002000000,行政／總務／法務類,2002002000,法務／智財類人員,2002002000,法務／智財類人員,False,,資料蒐集中,資料蒐集中,,[],[],[],[]
2002002000,法務／智財類人員,2002002001,法務主管,2002002001,法務∕智財主管,False,JJ01,負責企業或組織內部智慧財產權管理作業之規劃、組織、協調、指導、管制及考核等活動之管理。,"依據企業或組織之既定政策，訂定智慧財產權管理作業計畫並執行之。
教導研發人員有關智慧財產權之產出、記錄、申請及保存之技能。
處理智慧財產權之申請、答辯、登錄、維護等事宜。
搜集與分析侵犯企業智慧財產權之證據，並協助訴訟之進行。
協助建立產品專利地圖及專利資料庫，並擴散予其它部門參考運用。
建立智慧財產權管理作業流程、規章及表單或資訊系統，並運用於實際作業。
處理智慧財產權移轉之權利金或授權金之協商事宜。
協助宣導企業或組織智慧財產權之產出績效。
指導智慧財產權管理作業進行並培育所屬精進智慧財產權管理相關技能。





",himEBInbn3M,['himEBInbn3M'],[],"[{'id': '10023619', 'name': '訴訟'}, {'id': '10000142', 'name': '執行法律文件及契約撰寫'}, {'id': '10000117', 'name': '法律相關條文諮詢服務'}]","[{'id': '10029292', 'name': '高考律師'}]"
2002002000,法務／智財類人員,2002002002,律師,2002002002,律師,False,JJ01,幫人處理各種法律問題，運用溝通及分析能力幫人解決麻煩事。,"幫人打官司：針對客戶碰到的各種糾紛，幫他到法院向法官/檢察官爭取權利。
幫人擬合約：針對客戶想要跟別人合作或是談判，幫他擬合約以確保大家的權利義務已經講清楚、說明白。
提供解決方案：針對客戶發生的大大小小法律問題，幫他釐清事情原委並提供解決方案。",qtJ6vHn8vTI,['qtJ6vHn8vTI'],[],"[{'id': '10023619', 'name': '訴訟'}, {'id': '10026756', 'name': '開庭'}, {'id': '10000129', 'name': '協助法律問題分析與擔任辯護'}]","[{'id': '10029292', 'name': '高考律師'}, {'id': '10046776', 'name': '律師執照'}]"
2002002000,法務／智財類人員,2002002003,代書／地政士,2002002003,代書∕地政士,False,JJ01,負責不動產各項產權登記、測量業務、有關繼承、贈與及遺產稅事項。,"代理土地登記如土地及建築改良物標示、價值、用途、和所有權及他項權利與其移轉變更等情形等業務。
代理人民向政府機關申請土地登記業務。
協助及代理人民代擬契約、簡單申請狀、仲介房屋土地業務等。
依據土地和房仲業務需求，向地政、戶政、國稅局等機關申請相關資料。







",,[],[],"[{'id': '10000191', 'name': '稅務申報'}, {'id': '10024795', 'name': '買賣'}, {'id': '10002691', 'name': '代理土地登記與移轉變更等業務'}]","[{'id': '10028894', 'name': '普考地政士'}, {'id': '10028892', 'name': '土地登記專業代理人'}]"
2002002000,法務／智財類人員,2002002004,法務,2002002004,法務人員,False,JJ01,協助顧客進行法律文書的擬定、檢查，並協助執行契約、法律文件。 ,"協助公司談判：公文書與相關契約撰擬及簽署,溝通協調公司各部門執行該專案。
協助公司遵循法令：偕同律師進行法律研究，並告知風險嚴重程度。
協助律師撰擬各式法律文件：如律師函,契約書,訴狀等。
*法務人員通常是一家公司裡面最懂法律的人，對內會作為法律解釋的人，對外引進法律資源協助公司。",himEBInbn3M,['himEBInbn3M'],[],"[{'id': '10023619', 'name': '訴訟'}, {'id': '10000142', 'name': '執行法律文件及契約撰寫'}, {'id': '10000117', 'name': '法律相關條文諮詢服務'}]","[{'id': '10029292', 'name': '高考律師'}]"
2002002000,法務／智財類人員,2002002005,商標／專利人員,2002002005,商標∕專利人員,False,JJ01,協助準備專利申請書或有關文件，代理專利申請工作。負責企業或組織內部智慧財產權管理作業之規劃、組織、協調、指導、管制及考核等活動。,"為專利申請人填寫專利申請書，並就該類專利部分，擬具詳細說明書，繪製專利圖式，必要時代為製作模型或樣品，填寫委任書、申請人宣誓書，並依規定繳納專利規費。
為顧客提出專利異議，請求撤銷他人有關之專利。
為顧客處理專利爭議案件，在進行行政救濟時，提出攻擊或答辯書。
依據企業或組織之既定政策，訂定智慧財產權管理作業計畫並執行之。
教導研發人員有關智慧財產權之產出、記錄、申請及保存之方法。
搜集與分析侵犯企業智慧財產權之證據，並協助訴訟之進行。
協助建立產品專利地圖及專利資料庫，並供公司各部門參考運用。
建立智慧財產權管理作業流程、規章、表單或資訊系統，並實際運用之。
處理智慧財產權移轉之權利金或授權金之協商事宜。
協助宣導企業或組織智慧財產權之產出績效。
指導智慧財產權管理作業之進行，並培育所屬精進智慧財產權之管理技能。




",qtJ6vHn8vTI,['qtJ6vHn8vTI'],[],"[{'id': '10000144', 'name': '專利申請'}, {'id': '10000145', 'name': '專利檢索'}, {'id': '10039539', 'name': '智權'}]",[]
2002002000,法務／智財類人員,2002002006,其他法律專業人員,2002002006,其他法律專業人員,False,JJ01,律師、法官、大法官、檢察官、公設辯護人以外之其他法律工作人員及其他司法工作人員屬之。,"擔任個人、商業及民、刑事、行政等法律問題之顧問。
執行法律文件及契約之撰寫，財產轉移之安排。
執行法律行為及文書之認證。
研究與分析法律問題。",qtJ6vHn8vTI,['qtJ6vHn8vTI'],[],"[{'id': '10023619', 'name': '訴訟'}, {'id': '10000142', 'name': '執行法律文件及契約撰寫'}, {'id': '10000117', 'name': '法律相關條文諮詢服務'}]","[{'id': '10029292', 'name': '高考律師'}]"
2002002000,法務／智財類人員,2002002007,工商登記人員,2002002007,工商登記服務人員,False,JJ01,進行公司營業登記辦理及相關事宜。,"處理工商登記案件，包含客戶連絡、文件製作、送件。
執行公司會計帳務服務。
執行公司設立變更等作業。
解析公司法令。",,[],"[{'id': '10002639', 'name': '文中系統'}, {'id': '10002392', 'name': '中文打字20~50'}]","[{'id': '10000130', 'name': '工商登記'}, {'id': '10000154', 'name': '公司登記'}, {'id': '10000153', 'name': '公司設立'}]",[]
2002002000,法務／智財類人員,2002002008,法務助理,2002002008,法務助理,False,JJ01,執行合約流程及資料庫與商標資料庫之維護及管理作業，以確保資料之完整性、正確性與即時性，並確保所有作業流程符合制定之標準程序。,"追蹤及審閱合約流程，以確保標準作業程序。
建立與維護合約資料庫，以保持資料庫之完整性與即時性。
建立與維護商標資料庫，以保持資料庫之完整性與即時性。
辦理其他法務案件或主管交辦事項。",himEBInbn3M,['himEBInbn3M'],[],"[{'id': '10000142', 'name': '執行法律文件及契約撰寫'}, {'id': '10023619', 'name': '訴訟'}, {'id': '10000117', 'name': '法律相關條文諮詢服務'}]",[]
2002002000,法務／智財類人員,2002002009,專利工程師,2002002009,專利工程師,False,JJ01,幫助公司保護新發明和創意的專利權，確認公司的專利與其他現有的專利不衝突，受到合法的保護，並能夠在市場上取得競爭優勢。,"
專利申請與管理：協助企業客戶完成專利申請文件，管理和維護專利文件，確保專利的有效性和保護。
製作專利說明書：清楚描述和解釋專利內容，以便保護專利權。
專利佈局：參與企業的專利策略，協助制定如何保護和利用專利資產的計劃。
內部教育訓練：提供內部教育和培訓，使員工了解專利法律和程序。",himEBInbn3M,['himEBInbn3M'],[],"[{'id': '10023572', 'name': '專利工程'}, {'id': '10000145', 'name': '專利檢索'}, {'id': '10000144', 'name': '專利申請'}]","[{'id': '10029295', 'name': '高考專利師'}]"
2002002000,法務／智財類人員,2002002010,專利師,2002002010,專利師,False,JJ01,處理國內、國外的專利申請的代理業務，在發生專利侵害事件時提供鑑定。處理專利訴訟、出庭辯論，在法庭中解釋專利技術分析。,"專利申請：協助客戶處理國內外專利申請，保護新的發明和創新。
提供專業鑑定：當出現專利侵害情況時，提供專業意見和鑑定，幫助客戶了解其專利權的情況。
參與訴訟：處理專利訴訟事務，包括出庭辯論，代表客戶在法庭上捍衛他們的專利權。
專利技術分析：在法庭中解釋和分析專利技術，以支持專利訴訟的議點和主張。",himEBInbn3M,['himEBInbn3M'],[],"[{'id': '10000145', 'name': '專利檢索'}, {'id': '10023572', 'name': '專利工程'}, {'id': '10000149', 'name': '英文專利'}]","[{'id': '10029295', 'name': '高考專利師'}]"
